surah,ayat,terjemahan_lemmatized
29,31,utus malaikat ibrahim bawa kabar gembira hancur duduk negeri sodom duduk zalim
29,32,ibrahim kota luth malaikat kota selamat ikut ikut kecuali isterinya tinggal binasa
29,33,utus utus malaikat luth susah datang kuat lindung takut susah selamat ikut ikut kecuali isterimu tinggal binasa
29,34,turun azab langit duduk kota buat fasik
29,35,tinggal daripada tanda nyata akal
29,36,utus duduk mad yan saudara syuaib kaum sembah oleh allah harap pahala liar bumi buat rusa
29,37,dusta syuaib timpa gempa dahsyat mayat mayat gelimpang tinggal
29,38,kaum aad tsamud nyata hancur puing puing tinggal syaitan jadi pandang buat buat halang jalan allah pandang tajam
29,39,karun firaun ham musa bawa bukti bukti terang terang nyata laku sombong bumi luput hancur
29,40,siksa sebab dosa timpa hujan batu kerikil timpa suara keras guntur benam bumi tenggelam allah kali aniaya aniaya
29,41,umpama ambil lindung lindung allah laba laba rumah rumah lemah rumah laba laba
29,42,allah seru allah perkasa bijaksana
29,43,umpama umpama manusia tiada paham kecuali beril
29,44,allah cipta langit bumi hak tanda tanda kuasa allah mukmin
29,45,baca wahyu kepada al kitab al quran diri shalat shalat cegah buat buat keji mungkar allah shalat utama ibadat ibadat allah kerja
29,46,debat denganahli kitab kecuali zalim iman kitab kitab turun turun kepada tuhan tuhan nya serah
29,47,pula turun kepada al kitab al quran al kitab taurat iman al quran kafir mekah iman ingkar ayat ayat kafir
29,48,baca al quran kitab tulis kitab tangan kanan andaikata baca tulis ragu ingkar
29,49,al quran ayat ayat nyata dada ilmu ingkar ayat ayat kecuali zalim
29,50,kafir mekah turun mukjizat mukjizat tuhan mukjizat mukjizat serah allah beri ingat nyata
29,51,turun kepada al kitab al quran baca al quran rahmat ajar iman
29,52,allah saksi antara antara langit bumi percaya batil ingkar allah rugi
29,53,kepada turun azab tetap azab azab sadar
29,54,kepada turun azab liput kafir
29,55,tutup azab kaki allah rasai balas kerja
29,56,ku iman bumi ku luas sembah
29,57,jiwa rasa mati kembali
29,58,iman amal amal saleh tempat surga alir sungai sungai bawah kekal dalam balas amal
29,59,sabar bertawakkal tuhan
29,60,binatang bawa urus rezeki allah rezeki kepada dengar
29,61,jadi langit bumi tunduk matahari allah betapa paling jalan
29,62,allah lapang rezeki hendak nya nya sempit bagi allah
29,63,turun air langit hidup air bumi mati allah puji allah banyak paham
29,64,hidup dunia senda gurau main main akhirat hidup
29,65,kapal doa allah murni taat nya allah selamat darat sekutu allah
29,66,ingkar nikmat hidup senang senang kafir kelak akibat buat
29,67,perhati jadi negeri tanah suci aman manusia rampok rampok nyata benar percaya bathil ingkar nikmat allah
29,68,zalim ada adakan dusta allah dusta hak hak neraka kafir
29,69,jihad cari keridhaan tunjuk jalan jalan allah serta buat
30,1,alif laam miim
30,2,kalah bangsa rumawi
30,3,negeri dekat kalah menang
30,4,allah urus menang menang bangsa rumawi gembira iman
30,5,tolong allah tolong hendak nya perkasa sayang
30,6,janji allah allah salah janji nya banyak manusia
30,7,lahir hidup dunia hidup akhirat lalai
30,8,pikir jadi allah jadi langit bumi tuju tentu banyak manusia ingkar temu tuhan
30,9,ada jalan bumi perhati akibat derita lebihkuat olah bumi tanah makmur makmur rasul rasul bawa bukti bukti nyata allah kali laku zalim laku zalim
30,10,akibat jahat azab buruk dusta ayat ayat allah olok olok
30,11,allah cipta manusia mula kembali hidup nya kembali
30,12,kiamat dosa diam putus asa
30,13,kali beri syafaat berhala berhala ingkar berhala
30,14,kiamat manusia golong golong
30,15,iman amal saleh taman surga gembira
30,16,kafir dusta ayat ayat al quran dusta temu akhirat siksa neraka
30,17,tasbih allah petang subuh
30,18,nya puji langit bumi petang zuhur
30,19,keluar hidup mati keluar mati hidup hidup bumi mati keluar kubur
30,20,tanda tanda kuasa nya cipta tanah manusia kembang biak
30,21,tanda tanda kuasa nya cipta untuk isteri isteri jenis cenderung tenteram jadi nya antara kasih sayang tanda tanda kaum berfikir
30,22,tanda tanda kuasa nya cipta langit bumi lain lain bahasa warna kulit demi tanda tanda
30,23,tanda tanda kuasa nya tidur malam siang usaha cari karunia nya tanda tanda kaum dengar
30,24,tanda tanda kuasa nya kepada kilat timbul takut harap turun hujan langit hidup bumi air mati tanda tanda kaum akal
30,25,tanda tanda kuasa nya diri langit bumi iradat nya panggil panggil bumi kubur
30,26,punya nya langit bumi nya tunduk
30,27,cipta manusia mula kembali hidup hidup mudah nya nya sifat langit bumi perkasa bijaksana
30,28,umpama diri sahaya milik tangan kanan sekutu bagi milik rezeki kepada hak rezeki takut takut diri ayat ayat kaum akal
30,29,zalim ikut hawa nafsu ilmu tahu sesat allah tolong
30,30,hadap wajah lurus agama allah tetap fitrah allah cipta manusia fitrah peubahan fitrah allah agama lurus banyak manusia
30,31,taubat nya takwa nya diri shalat sekutu allah
30,32,pecah belah agama golong golong bangga golong
30,33,manusia sentuh bahaya seru tuhan taubat nya tuhan rasa rahmat nya sekutu tuhan
30,34,ingkar rahmat senang senang kelak akibat buat
30,35,pernah turun terang terang benar sekutu tuhan
30,36,rasa rahmat manusia gembira rahmat timpa musibah bahaya sebab salah tangan putus asa
30,37,perhati allah lapang rezeki hendak nya sempit rezeki tanda tanda kuasa allah kaum iman
30,38,beri kerabat dekat hak fakir miskin jalan cari keridhaan allah untung
30,39,riba tambah tambah harta manusia riba tambah sisi allah zakat maksud capai keridhaan allah buat lipat ganda pahala
30,40,allah cipta beri rezeki mati hidup ada sekutu allah buat suci sekutu
30,41,nampak rusa darat laut sebab buat tangan manusi supay allah rasa akibat buat jalan
30,42,adakan jalan bumi perhati sudah banyak sekutu allah
30,43,hadap wajah agama lurus islam allah tolak datang pisah pisah
30,44,kafir sendiri tanggung akibat kafir amal saleh sendiri senang
30,45,allah pahala iman amal saleh karunia nya suka ingkar
30,46,tanda tanda kuas nya kirim angin bawa berita gembira rasa kepada rahmat nya kapal layar perintah nya cari karunia nya mudah mudahn syukur
30,47,utus rasul kaum bawa terang terang balas dosa wajib tolong iman
30,48,allah kirim angin angin gerak awan allah bentang langit hendak nya jadi gumpal gumpal hujan celah celah hujan turun nya hendak nya gembira
30,49,hujan turun putus asa
30,50,perhati bekas bekas rahmat allah allah hidup bumi mati tuhan kuasa kuasa hidup mati kuasa
30,51,kirim angin tumbuh tumbuh tumbuh tumbuh kuning kering tetap ingkar
30,52,sanggup jadi mati dengar jadi tuli dengar seru paling belakang
30,53,kali tunjuk buta mata hati sesat dengar tunjuk tuhan iman ayat ayat serah
30,54,allah cipta lemah jadi lemah kuat jadi kuat lemah uban cipta hendak nya kuasa
30,55,kiamat sumpah dosa diam kubur paling benar
30,56,ilmu tahu iman kafir diam kubur tetap allah bangkit bangkit yakin
30,57,manfaat zalim minta uzur sempat taubat
30,58,al quran umpama manusia bawa ayat kafir palsu belaka
30,59,allah kunci mati hati paham
30,60,sabar janji allah kali benar ayat ayat allah gelisah
31,1,alif laam miim
31,2,ayat ayat al quran kandung hikmat
31,3,tunjuk rahmat buat baik
31,4,diri shalat tunai zakat negeri akhirat
31,5,tunjuk tuhan untung
31,6,manusia kata guna sesat manusia jalan allah tahu jadi jalan allah olok olok oleh azab hina
31,7,baca ayat ayat paling sombong olah dengar akan sumbat telinga kabar gembira azab pedih
31,8,iman amal amal saleh surga surga penuh nikmat
31,9,kekal dalam janji allah perkasa bijaksana
31,10,cipta langit tiang letak gunung gunung muka bumi bumi goyang kembang biak jenis binatang turun air hujan langit tumbuh tumbuh tumbuh
31,11,cipta allah lihat oleh kepada cipta sembah sembah allah zalim sesat nyata
31,12,hikmat luqman syukur allah syukur allah syukur syukur allah kaya puji
31,13,ingat luqman anak ajar anak sekutu allah sekutu allah zalim
31,14,perintah manusia buat bapak ibu kandung lemah tambah sapih syukur ku bapak kulah kembali
31,15,paksa sekutu tahu ikut gaul dunia ikut jalan ku kulah kembali berita kepada kerja
31,16,luqman anak buat berat biji sawi batu langit bumi allah datang balas allah halus
31,17,anak diri shalat suruh manusia cegah buat mungkar sabar timpa wajib allah
31,18,maling muka manusia sombong jalan bumi angkuh allah suka sombong bangga
31,19,sederhana jalan lunak suara buruk buruk suara suara keledai
31,20,perhati allah tunduk penting langit bumi sempurna untuk nikmat nya lahir batin manusia ban esa allah ilmu tahu tunjuk kitab terang
31,21,ikut turun allah ikut dapat kerja ikut syaitan seru siksa api nyala nyala neraka
31,22,serah allah buat baik pegang buhul tali kokoh allah sudah urus
31,23,kafir kafir sedih berita kerja allah isi hati
31,24,biar senang senang sebentar paksa masuk siksa keras
31,25,cipta langit bumi allah puji allah banyak
31,26,punya allah langit bumi allah kaya puji
31,27,anda pohon pohon bumi pena laut tinta tujuh laut kering habis habis tulis kalimat allah allah perkasa bijaksana
31,28,allah cipta bangkit kubur cipta bangkit jiwa allah dengar
31,29,perhati allah masuk malam siang masuk siang malam tunduk matahari jalan tentu allah kerja
31,30,allah hak seru allah batil allah
31,31,perhati kapal layar laut nikmat allah nya kepada tanda tanda kuasa nya tanda tanda sabar syukur
31,32,lamun ombak gunung seru allah murni taat nya allah selamat darat tempuh jalan lurus ingkar ayat ayat setia ingkar
31,33,manusia takwa tuhan takut tolong anak anak tolong bapak sedikit janji allah kali hidup dunia daya tipu syaitan daya taat allah
31,34,allah sisi nya tahu kiamat turun hujan rahim tiada orang usaha besok tiada orang bumi mati allah kenal
32,1,alif laam miim
32,2,turun al quran ragu dalam tuhan semesta alam
32,3,kafir muhammad ada adakan al quran benar rabbmu ingat kaum ingat mudah mudah tunjuk
32,4,allah cipta langit bumi enam semayam arsy nya tolong beri syafaat perhati
32,5,atur urus langit bumi urus nya kadar ribu hitung
32,6,tuhan ghaib nyata perkasa sayang
32,7,cipta baik cipta manusia tanah
32,8,jadi turun saripati air hina
32,9,sempurna tiup dalam roh cipta nya jadi dengar lihat hati syukur
32,10,lenyap hancur tanah cipta ingkar temu tuhan
32,11,malaikat maut serahi cabut nyawa mati tuhan kembali
32,12,dosa tunduk kepala hadap tuhan ya tuhan dengar kembali dunia amal saleh
32,13,jiwa tunjuk tetap kata ku penuh neraka jin manusia
32,14,rasai oleh siksa sebab lupa temu hari lupa rasa siksa kekal sebab kerja
32,15,percaya ayat ayat ingat ayat ayat sujud seraya tasbih puji rabbnya sombong
32,16,lambung tidur doa rabbnya penuh takut harap nafkah rezeki
32,17,orang nikmat indah pandang balas kerja
32,18,iman fasik
32,19,iman amal saleh jannah diam pahala kerja
32,20,fasik kafir kali daripada kembali dalam rasa siksa neraka dusta
32,21,rasa azab dunia azab akhirat mudah mudah jalan
32,22,zalim ingat ayat ayat tuhan paling daripada balas dosa
32,23,musa al kitab taurat muhammad ragu terima al quran jadi al kitab taurat tunjuk bani israil
32,24,jadi pimpin pimpin tunjuk perintah sabar ayat ayat
32,25,tuhan putus kiamat selisih
32,26,tunjuk umat jalan diam tanda tanda kuasa allah dengar
32,27,perhati halau awan kandung air bumi tandus tumbuh air hujan tanam daripada makan hewan ternak perhati
32,28,menang
32,29,menang guna kafir iman tangguh
32,30,paling tunggu tunggu
33,1,nabi takwa allah turut kafir munafik allah bijaksana
33,2,ikut wahyu tuhan kepada allah kerja
33,3,bertawakkallah allah allah pelihara
33,4,allah kali jadi buah hati rongga jadi istri istri zhihar ibu jadi anak anak angkat anak kandung kata mulut allah jalan
33,5,panggilah anak anak angkat pakai nama adil sisi allah panggilah saudara saudara agama maula maula dosa atas khilaf dosa sengaja hati allah kam sayang
33,6,nabi utama mukmin isteri isterinya hubung darah hak waris waris kitab allah mukmim muhajirin kecuali buat saudara saudara agama tulis kitab allah
33,7,ingat ambil janji nabi nabi nuh ibrahim musa isa putra maryam ambil janji teguh
33,8,benar sedia kafir siksa pedih
33,9,iman ingat nikmat allah dikurniakan kepada kepada tentara tentara kirim angin topan tentara allah kerja
33,10,kepada bawah lihat hati sesak tenggorok sangka allah purbasangka
33,11,situ uji mukmin digoncangkan hati goncangan
33,12,ingat munafik sakit hati allah rasul nya janji tipu daya
33,13,ingat golong mreka duduk yatsrib madinah bagi kembali izin nabi pulang rumah rumah buka jaga rumah rumah kali buka lari
33,14,yatsrib serang penjuru murtad kerja tiada tangguh murtad singkat
33,15,janji allah balik mundur janji allah tanggung
33,16,lari kali guna bagi lari mati bunuh hindar mati kecap senang kecuali sebentar
33,17,lindung takdir allah bencana atas rahmat diri munafik oleh lindung tolong allah
33,18,allah halang halang saudara saudara mari peperangan sebentar
33,19,bakhil hadap takut bahaya pandang kepada mata balik pingsan mati takut hilang caci lidah tajam bakhil buat baik iman allah hapus pahala amal mudah allah
33,20,golong golong sekutu golong golong sekutu dusun dusun arab badwi nanyakan berita berita perang sebentar
33,21,rasulullah suri teladan bagi harap rahmat allah datang kiamat sebut allah
33,22,mukmin golong golong sekutu janji allah rasul nya allah rasul nya tambah kecuali iman tunduk
33,23,mukmin tepat janji allah gugur tunggu nunggu rubah janji
33,24,allah balas benar siksa munafik hendak nya terima taubat allah kam sayang
33,25,allah halau kafir penuh jengkel oleh untung apa allah hindar mukmin peperangan allah kuat perkasa
33,26,turun ahli kitab bani quraizhah bantu golong golong sekutu benteng benteng pesuk takut hati bunuh tawan
33,27,waris tanah tanah rumah rumah harta benda tanah injak allah kuasa
33,28,nabi isteri isterimu ingin hidup dunia hias mari beri kepada mutah cerai
33,29,keridhaan allah rasul nya senang negeri akhirat allah sedia buat antara pahala
33,30,isteri isteri nabi antara buat keji nyata lipat ganda siksa kali lipat mudah allah
33,31,isteri isteri nabi taat allah rasul nya amal saleh niscata pahala kali lipat sedia bagi rezeki mulia
33,32,isteri isteri nabi wanita takwa tunduk bicara ingin sakit hati ucap kata
33,33,rumah hias ting laku jahiliyah diri shalat tunai zakat taat allah rasul nya allah hilang dosa ahlul bait bersih bersih bersih
33,34,ingat baca rumah ayat ayat allah hikmah sunnah nabi allah lembut
33,35,laki laki perempuan muslim laki laki perempuan mukmin laki laki perempuan taat laki laki perempuan laki laki perempuan sabar laki laki perempuan khusyu laki laki perempuan sedekah laki laki perempuan puasa laki laki perempuan pelihara hormat laki laki perempuan sebut nama allah allah sedia ampun pahala
33,36,patut laki laki mukmin perempuan mukmin allah rasul nya tetap tetap pilih urus durhaka allah rasul nya sesat sesat nyata
33,37,ingat allah limpah nikmat nikmat tahan isterimu takwa allah sembunyi hati allah nyata takut manusia allah hak takut zaid perlu istri cerai kawin berat mukmin awin isteri isteri anak anak angkat anak anak angkat selesai perlu isterinya tetap allah
33,38,berat nabi tetap allah bagi allah tetap sunnah nya nabi nabi tetap allah tetap laku
33,39,sapai risalah risalah allah takut nya tiada takut orang allah allah buat hitung
33,40,muhammad kali laki laki rasulullah tutup nabi nabi allah
33,41,iman berzdikirlah sebut nama allah zikir banyak
33,42,tasbih nya waktu pagi petang
33,43,rahmat kepada malaikat nya mohon ampun untuk keluar gelap cahaya terang sayang iman
33,44,salam hormat mukmin temu nya salam sedia pahala mulia
33,45,nabi utus saksi bawa kabar gemgira beri ingat
33,46,seru agama allah izin nya cahaya rang
33,47,sampai berita gembira mukmin karunia allah
33,48,turut kafir munafik hirau ganggu bertawakkallah allah allah lindung
33,49,iman nikah perempuan perempuan iman cerai campur wajib iddah bagi sempurna ilah mutah lepas baik
33,50,nabi halal bagi isteri isterimu mas kawin sahaya milik oleh peperangan karunia allah untuk anak anak perempuan saudara laki laki bapak anak anak perempuan saudara perempuan bapak anak anak perempuan saudara laki laki ibu anak anak perempuan saudara perempuan ibu hijrah perempuan mukmin serah nabi nabi awin khusus bagi mukmin wajib isteri isteri sahaya milik sempit bagi allah kam sayang
33,51,tangguh gaul hendak isteri isterimu gaul hendak ingin gaul perempuan cerai dosa bagi tenang hati sedih rela allah simpan hati allah santun
33,52,halal bagi awin perempuan perempuan ganti isteri isteri cantik tarik hati kecuali perempuan perempuan sahaya milik allah awas
33,53,iman pasuk rumah rumah nabi kecuali izin makan tunggu nunggu masak makan undang masuk selesai makan keluar asyik panjang cakap ganggu nabi nabi malu kepada suruh allah malu terang perlu isteri isteri nabi minta tabir suci hati hati sakit hati rasulullah awin isteri isterinya wafat buat dosa sisi allah
33,54,lahir sembunyi allah
